id,query,expected_behavior,reply,verdict,logical,verdict_summary,analysis,mode,city,category_detected,machines_count,reply_language,intent_match,response_relevance,language_match,result_quality,helpfulness,overall_quality,llm_judge_overall,optimize,issues,optimization_hints,structural_pass
search_012,hydra crane in delhi,Show relevant hydra crane machines in Delhi with prices/details,"Good news — I found 1 Hydra Crane in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. ACE FX 150 (hydra crane), ACE FX 150, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: ACE FX 150 (hydra crane) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): ACE FX 150 · Expected: Show relevant hydra crane machines in Delhi with prices/details,search,delhi,hydra crane,1,english,100,100,95,84,100,97,,False,,,True
search_013,hydra crane in jaipur,Show relevant hydra crane machines in Jaipur with prices/details,"I couldn't find an exact Hydra Crane in Jaipur right now. Similar categories: Crane, Truck Mounted Crane. Nearby options with listings: Delhi and Gurgaon. Would you like me to check Delhi? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant hydra crane machines in Jaipur with prices/details,no_result,jaipur,hydra crane,0,english,100,100,95,85,90,96,,False,,,True
search_014,road roller in jaipur,Show relevant road roller machines in Jaipur with prices/details,"I couldn't find an exact Road Roller in Jaipur. No Road Roller in Jaipur. Showing similar machines available in Jaipur.

1. CATERPILLAR 120K2 Heavy Duty (MOTOR GRADER), CATERPILLAR 120K2, — Jaipur, ₹500/hourly, available, used 2017, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Road Roller. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): CATERPILLAR 120K2 Heavy Duty · Expected: Show relevant road roller machines in Jaipur with prices/details,no_result,jaipur,road roller,1,english,100,100,95,84,100,97,,False,,,True
search_015,road roller in pune,Show relevant road roller machines in Pune with prices/details,"Good news — I found 1 Road Roller in Pune. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Bomag BW 161 (road roller), Bomag BW 161, — Pune, ₹24,000/day, available, rating 4.0/5
Best match: Bomag BW 161 (road roller) in Pune — ₹24,000/day, available, condition n/a , rating 4.0/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Bomag BW 161 · Expected: Show relevant road roller machines in Pune with prices/details,search,pune,road roller,1,english,100,100,95,84,100,97,,False,,,True
search_016,road roller in delhi,Show relevant road roller machines in Delhi with prices/details,"Good news — I found 1 Road Roller in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. JCB VM 117 (road roller), JCB VM 117, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: JCB VM 117 (road roller) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): JCB VM 117 · Expected: Show relevant road roller machines in Delhi with prices/details,search,delhi,road roller,1,english,100,100,95,84,100,97,,False,,,True
search_017,crawler drill in jaipur,Show relevant crawler drill machines in Jaipur with prices/details,"Good news — I found 1 Crawler Drill in Jaipur. Check the details below, then use **Contact Owner** on the card to take the next step:

1. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available
Best match: EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL) in Jaipur — ₹400/daily, available, used 2022, rating not available. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): EPIROC AIR ROC D-35(LM-100) Pneumatic · Expected: Show relevant crawler drill machines in Jaipur with prices/details,search,jaipur,crawler drill,1,english,100,100,95,84,100,97,,False,,,True
search_018,crawler drill in delhi,Show relevant crawler drill machines in Delhi with prices/details,"Good news — I found 1 Crawler Drill in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. EPIROC AIR ROC D-35 (crawler drill), EPIROC AIR ROC D-35, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: EPIROC AIR ROC D-35 (crawler drill) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): EPIROC AIR ROC D-35 · Expected: Show relevant crawler drill machines in Delhi with prices/details,search,delhi,crawler drill,1,english,100,100,95,84,100,97,,False,,,True
search_019,dump truck in mumbai,Show relevant dump truck machines in Mumbai with prices/details,"I couldn't find an exact Dump Truck in Mumbai right now. Similar categories: Tipper, Articulated Hauler. Nearby options with listings: Pune. Would you like me to check Pune? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant dump truck machines in Mumbai with prices/details,no_result,mumbai,dump truck,0,english,100,100,95,85,90,96,,False,,,True
search_020,dump truck in delhi,Show relevant dump truck machines in Delhi with prices/details,"Good news — I found 1 Dump Truck in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Tata Signa 3525.TK (dump truck), Tata Signa 3525.TK, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: Tata Signa 3525.TK (dump truck) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Tata Signa 3525.TK · Expected: Show relevant dump truck machines in Delhi with prices/details,search,delhi,dump truck,1,english,100,100,95,84,100,97,,False,,,True
search_021,bulldozer in jaipur,Show relevant bulldozer machines in Jaipur with prices/details,"I couldn't find an exact Bulldozer in Jaipur. No Bulldozer in Jaipur. Showing similar machines available in Jaipur.

1. JCB 432 ZX Heavy Duty (WHEEL LOADER 3 T), JCB 432 ZX, — Jaipur, ₹500/daily, available, used 2017, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Bulldozer. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): JCB 432 ZX Heavy Duty · Expected: Show relevant bulldozer machines in Jaipur with prices/details,no_result,jaipur,bulldozer,1,english,100,100,95,84,100,97,,False,,,True
search_022,wheel loader in delhi,Show relevant wheel loader machines in Delhi with prices/details,"Good news — I found 1 Wheel Loader in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Caterpillar 950 GC (wheel loader), Caterpillar 950 GC, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: Caterpillar 950 GC (wheel loader) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Caterpillar 950 GC · Expected: Show relevant wheel loader machines in Delhi with prices/details,search,delhi,wheel loader,1,english,100,100,95,84,100,97,,False,,,True
search_023,concrete mixer in mumbai,Show relevant concrete mixer machines in Mumbai with prices/details,"I couldn't find an exact Concrete Mixer in Mumbai right now. Similar categories: Concrete Mixer Truck, Concrete Pump. Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant concrete mixer machines in Mumbai with prices/details,no_result,mumbai,concrete mixer,0,english,100,100,95,85,90,96,,False,,,True
search_024,grader in jaipur,Show relevant motor grader machines in Jaipur with prices/details,"Good news — I found 1 Motor Grader in Jaipur. Check the details below, then use **Contact Owner** on the card to take the next step:

1. CATERPILLAR 120K2 Heavy Duty (MOTOR GRADER), CATERPILLAR 120K2, — Jaipur, ₹500/hourly, available, used 2017, rating not available
Best match: CATERPILLAR 120K2 Heavy Duty (MOTOR GRADER) in Jaipur — ₹500/hourly, available, used 2017, rating not available. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): CATERPILLAR 120K2 Heavy Duty · Expected: Show relevant motor grader machines in Jaipur with prices/details,search,jaipur,motor grader,1,english,100,100,95,84,100,97,,False,,,True
search_025,jcb in jaipur,Show relevant backhoe loader machines in Jaipur with prices/details,JCB appears in these categories: wheel loader.,WRONG,False,Wrong filters: ? in ?,Expected backhoe loader in jaipur.,brand_inventory,,,0,english,25,88,95,85,75,68,,True,"Category mismatch: got 'none', expected 'backhoe loader' | City mismatch: got 'none', expected 'jaipur' | Reply doesn't mention city 'jaipur'",Fix intent resolver — filters or assistant_mode don't match user intent.,False
search_026,JCB in Jaipur under 8000,Show relevant backhoe loader machines in Jaipur with prices/details,I'm not fully sure which machine you need. Can you tell me the work type and city?,WRONG,False,Wrong filters: ? in ?,Expected backhoe loader in jaipur.,unknown,,,0,english,25,70,95,85,90,64,,True,"Category mismatch: got 'none', expected 'backhoe loader' | City mismatch: got 'none', expected 'jaipur' | Reply doesn't mention 'backhoe loader' | Reply doesn't mention city 'jaipur'",Fix intent resolver — filters or assistant_mode don't match user intent.,False
search_027,jcb in delhi,Show relevant backhoe loader machines in Delhi with prices/details,"JCB appears in these categories: backhoe loader, road roller, telehandler.",WRONG,False,Wrong filters: ? in ?,Expected backhoe loader in delhi.,brand_inventory,,,0,english,25,88,95,85,75,68,,True,"Category mismatch: got 'none', expected 'backhoe loader' | City mismatch: got 'none', expected 'delhi' | Reply doesn't mention city 'delhi'",Fix intent resolver — filters or assistant_mode don't match user intent.,False
search_028,jcb 3dx in jaipur,Show relevant backhoe loader machines in Jaipur with prices/details,"I couldn't find an exact JCB / Backhoe Loader in Jaipur. No JCB / Backhoe Loader in Jaipur. Showing similar machines available in Jaipur.

1. JCB 432 ZX Heavy Duty (WHEEL LOADER 3 T), JCB 432 ZX, — Jaipur, ₹500/daily, available, used 2017, rating not available
2. SCHWING STETTER BP 350 DXT Trailer Mounted (CONCRETE PUMP), SCHWING STETTER BP 350 DXT, — Jaipur, ₹199/hourly, available, used 2017, rating 5.0/5
3. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested JCB / Backhoe Loader. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,"Returned 3 machine(s): JCB 432 ZX Heavy Duty, SCHWING STETTER BP 350 DXT Trailer Mounted, EPIROC AIR RO · Expected: Show relevant backhoe loader machines in Jaipur with prices/details",no_result,jaipur,backhoe loader,3,english,100,100,95,92,100,98,,False,,,True
search_029,backhoe loader in jaipur,Show relevant backhoe loader machines in Jaipur with prices/details,"I couldn't find an exact JCB / Backhoe Loader in Jaipur. No JCB / Backhoe Loader in Jaipur. Showing similar machines available in Jaipur.

1. JCB 432 ZX Heavy Duty (WHEEL LOADER 3 T), JCB 432 ZX, — Jaipur, ₹500/daily, available, used 2017, rating not available
2. SCHWING STETTER BP 350 DXT Trailer Mounted (CONCRETE PUMP), SCHWING STETTER BP 350 DXT, — Jaipur, ₹199/hourly, available, used 2017, rating 5.0/5
3. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested JCB / Backhoe Loader. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,"Returned 3 machine(s): JCB 432 ZX Heavy Duty, SCHWING STETTER BP 350 DXT Trailer Mounted, EPIROC AIR RO · Expected: Show relevant backhoe loader machines in Jaipur with prices/details",no_result,jaipur,backhoe loader,3,english,100,100,95,92,100,98,,False,,,True
search_030,CAT excavator Mumbai,Show relevant excavator machines in Mumbai with prices/details,"I couldn't find an exact Excavator in Mumbai right now. Similar categories: JCB / Backhoe Loader, Crawler Drill, Bulldozer. Nearby options with listings: Pune. Would you like me to check Pune? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant excavator machines in Mumbai with prices/details,no_result,mumbai,excavator,0,english,100,100,95,85,90,96,,False,,,True
search_031,komatsu excavator delhi,Show relevant excavator machines in Delhi with prices/details,"No KOMATSU Excavator in Delhi. Showing other Excavator options in Delhi.

Good news — I found 1 Excavator in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Caterpillar 320D (excavator), Caterpillar 320D, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: Caterpillar 320D (excavator) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Caterpillar 320D · Expected: Show relevant excavator machines in Delhi with prices/details,search,delhi,excavator,1,english,100,100,95,84,100,97,,False,,,True
search_032,volvo excavator pune,Show relevant excavator machines in Pune with prices/details,"No VOLVO Excavator in Pune. Showing other Excavator options in Pune.

Good news — I found 1 Excavator in Pune. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Komatsu PC210 (excavator), Komatsu PC210, — Pune, ₹24,000/day, available, rating 4.0/5
Best match: Komatsu PC210 (excavator) in Pune — ₹24,000/day, available, condition n/a , rating 4.0/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Komatsu PC210 · Expected: Show relevant excavator machines in Pune with prices/details,search,pune,excavator,1,english,100,100,95,84,100,97,,False,,,True
search_033,terex crane mumbai,Show relevant crane machines in Mumbai with prices/details,"I couldn't find an exact Crane in Mumbai right now. Similar categories: Hydra Crane, Truck Mounted Crane. Nearby options with listings: Pune. Would you like me to check Pune? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant crane machines in Mumbai with prices/details,no_result,mumbai,crane,0,english,100,100,95,85,90,96,,False,,,True
search_034,poclain in delhi,Show relevant excavator machines in Delhi with prices/details,"Good news — I found 1 Excavator in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Caterpillar 320D (excavator), Caterpillar 320D, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: Caterpillar 320D (excavator) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Caterpillar 320D · Expected: Show relevant excavator machines in Delhi with prices/details,search,delhi,excavator,1,english,100,100,95,84,100,97,,False,,,True
search_035,poclain in jaipur,Show relevant excavator machines in Jaipur with prices/details,"I couldn't find an exact Excavator in Jaipur. No Excavator in Jaipur. Showing similar machines available in Jaipur.

1. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.
I could not find the exact requested Excavator. The machines shown are the closest alternatives — compare price, availability, condition, year, and city before deciding.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): EPIROC AIR ROC D-35(LM-100) Pneumatic · Expected: Show relevant excavator machines in Jaipur with prices/details,no_result,jaipur,excavator,1,english,100,100,95,84,100,97,,False,,,True
search_036,mobile crusher in delhi,Show relevant mobile crusher machines in Delhi with prices/details,"Good news — I found 1 Mobile Crusher in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Powerscreen Chieftain 1400 (mobile crusher), Powerscreen Chieftain 1400, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: Powerscreen Chieftain 1400 (mobile crusher) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Powerscreen Chieftain 1400 · Expected: Show relevant mobile crusher machines in Delhi with prices/details,search,delhi,mobile crusher,1,english,100,100,95,84,100,97,,False,,,True
search_037,feller buncher in delhi,Show relevant feller buncher machines in Delhi with prices/details,I'm not fully sure which machine you need. Can you tell me the work type and city?,WRONG,False,Wrong filters: ? in ?,Expected feller buncher in delhi.,unknown,,,0,english,25,70,95,85,90,64,,True,"Category mismatch: got 'none', expected 'feller buncher' | City mismatch: got 'none', expected 'delhi' | Reply doesn't mention 'feller buncher' | Reply doesn't mention city 'delhi'",Fix intent resolver — filters or assistant_mode don't match user intent.,False
search_038,excavator in jaipur under 8000,Show relevant excavator machines in Jaipur with prices/details,"I couldn't find an exact Excavator in Jaipur right now. Similar categories: JCB / Backhoe Loader, Crawler Drill, Bulldozer. Nearby options with listings: Delhi and Gurgaon. Would you like me to check Delhi? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant excavator machines in Jaipur with prices/details,no_result,jaipur,excavator,0,english,100,100,95,85,90,96,,False,,,True
search_039,crane in jaipur under 15000,Show relevant crane machines in Jaipur with prices/details,"I couldn't find an exact Crane in Jaipur right now. Similar categories: Hydra Crane, Truck Mounted Crane. Nearby options with listings: Delhi and Gurgaon. Would you like me to check Delhi? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",RELEVANT,True,Correct search response for category + city,Expected: Show relevant crane machines in Jaipur with prices/details,no_result,jaipur,crane,0,english,100,100,95,85,90,96,,False,,,True
search_040,rent excavator in delhi,Show relevant excavator machines in Delhi with prices/details,"Good news — I found 1 Excavator in Delhi. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Caterpillar 320D (excavator), Caterpillar 320D, — Delhi, ₹12,000/day, available, rating 4.5/5
Best match: Caterpillar 320D (excavator) in Delhi — ₹12,000/day, available, condition n/a , rating 4.5/5. Compare availability, condition, manufacturing year, and deposit before booking.",RELEVANT,True,Correct search response for category + city,Returned 1 machine(s): Caterpillar 320D · Expected: Show relevant excavator machines in Delhi with prices/details,search,delhi,excavator,1,english,100,100,95,84,100,97,,False,,,True
