conversation_id,title,lang_mix,flow_type,turn,user_message,assistant_reply,memory_role,memory_required,memory_remembered,prior_category,prior_city,expected_category,expected_city,actual_category,actual_city,used_previous_context,mode,machines_count,structural_pass,failures,conversation_pass,conversation_memory_score
en_greet_delhi_excavator_refine,EN greet→excavator delhi→mumbai refine,english,greet_search_refine,2,how are you,Nice to meet you. How can I help you with InfraForge today?,none,False,,,,,,,,False,conversational,0,True,,False,14.3
en_greet_delhi_excavator_refine,EN greet→excavator delhi→mumbai refine,english,greet_search_refine,3,i need a machine in delhi,I'm not fully sure which machine you need. Can you tell me the work type and city?,establish_city,False,,,,,,,,False,unknown,0,,,False,14.3
en_greet_delhi_excavator_refine,EN greet→excavator delhi→mumbai refine,english,greet_search_refine,4,excavator,"Good news — I found 4 Excavator. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Caterpillar 320D (excavator), Caterpillar 320D, — Delhi, ₹12,000/day, available, rating 4.5/5
2. Hitachi ZX210 (excavator), Hitachi ZX210, — Gurgaon, ₹45,000/day, available, rating 4.5/5
3. Hyundai R210 (excavator), Hyundai R210, — Chennai, ₹12,000/day, available, rating 4.0/5
4. Komatsu PC210 (excavator), Komatsu PC210, — Pune, ₹24,000/day, available, rating 4.0/5",establish_category,True,True,,,excavator,delhi,excavator,,True,search,4,False,city: got '' want 'delhi',False,14.3
en_greet_delhi_excavator_refine,EN greet→excavator delhi→mumbai refine,english,greet_search_refine,5,under 50000 per day,"Good news — I found 5 machines under ₹50000. Check the details below, then use **Contact Owner** on the card to take the next step:

1. EPIROC AIR ROC D-35(LM-100) Pneumatic (CRAWLER DRILL), EPIROC AIR ROC D-35(LM-100), — Jaipur, ₹400/daily, available, used 2022, rating not available
2. JCB 432 ZX Heavy Duty (WHEEL LOADER 3 T), JCB 432 ZX, — Jaipur, ₹500/daily, available, used 2017, rating not available
3. AMMANN APOLLO KP-1200 KLM Vibratory Screed (KERB PAVER), AMMANN APOLLO KP-1200 KLM, — Jaipur, ₹600/daily, available, used 2018, rating not available
4. TEREX CHIEFTAIN 1700-3D Crawler Mounted (MOBILE CRUSHER SCREEN CROWLER TYPE), TEREX CHIEFTAIN 1700-3D, — Jaipur, ₹700/daily, available, used 2019, rating not available
5. Crawler (Unknown), — Kota, ₹3,000/daily, available, used 2021, rating not available",refine_budget,True,False,excavator,,excavator,delhi,,,True,search,5,False,category: got '' want 'excavator' | city: got '' want 'delhi' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'delhi',False,14.3
en_greet_delhi_excavator_refine,EN greet→excavator delhi→mumbai refine,english,greet_search_refine,6,show cheaper options,"Lower-priced options for Crawler Drill in Jaipur under ₹37500:

1. EPIROC AIR ROC D-35(LM-100) Pneumatic — ₹400/daily, Jaipur",refine_cheaper,True,False,excavator,,excavator,delhi,,,False,cheaper_options,1,False,category: got '' want 'excavator' | city: got '' want 'delhi' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'delhi',False,14.3
en_greet_delhi_excavator_refine,EN greet→excavator delhi→mumbai refine,english,greet_search_refine,7,higher budget me kya option hai,"Clarify kar dein kya chahiye? Machines, rent/buy ya support me help kar sakta hoon.",refine_higher_budget,True,False,excavator,,excavator,delhi,,,False,clarification,0,False,category: got '' want 'excavator' | city: got '' want 'delhi' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'delhi',False,14.3
en_greet_delhi_excavator_refine,EN greet→excavator delhi→mumbai refine,english,greet_search_refine,8,same in mumbai,Could you clarify what you would like to do next?,city_switch,True,False,excavator,,excavator,mumbai,,,False,image_clarification,0,False,category: got '' want 'excavator' | city: got '' want 'mumbai' | city switch lost category: got '' expected 'excavator' | city switch failed: got '' expected 'mumbai',False,14.3
en_greet_delhi_excavator_refine,EN greet→excavator delhi→mumbai refine,english,greet_search_refine,9,with operator included,"Could you clarify what you need? I can help with machines, rent/buy, or support.",operator,True,False,excavator,,excavator,mumbai,,,False,clarification,0,False,category: got '' want 'excavator' | city: got '' want 'mumbai' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'mumbai',False,14.3
en_greet_delhi_excavator_refine,EN greet→excavator delhi→mumbai refine,english,greet_search_refine,10,jcb brand only,"Which machine category should I check for JCB — excavator, road roller, crane, or another type?",brand_filter,True,False,excavator,,excavator,mumbai,,,False,clarification,0,False,category: got '' want 'excavator' | city: got '' want 'mumbai' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'mumbai',False,14.3
en_greet_delhi_excavator_refine,EN greet→excavator delhi→mumbai refine,english,greet_search_refine,11,thanks that helps,"I am not fully sure yet. Can you tell me what you need — machine search, booking help, or support?",thanks,False,,excavator,,,,,,False,support,0,True,,False,14.3
en_greet_delhi_excavator_refine,EN greet→excavator delhi→mumbai refine,english,greet_search_refine,12,how does payment work for booking,I can help with that. Please share your booking or order ID.,support,False,,excavator,,,,,,False,refund_return,0,True,,False,14.3
en_greet_mumbai_excavator_refine,EN greet→excavator mumbai→pune refine,english,greet_search_refine,1,hi,"Hello! I can help you search machines, compare options, rent or buy, and handle support on InfraForge.",greeting,False,,,,,,,,False,greeting,0,True,,False,28.6
en_greet_mumbai_excavator_refine,EN greet→excavator mumbai→pune refine,english,greet_search_refine,2,how are you,Thanks for introducing yourself. What would you like to do first?,none,False,,,,,,,,False,conversational,0,True,,False,28.6
en_greet_mumbai_excavator_refine,EN greet→excavator mumbai→pune refine,english,greet_search_refine,3,i need a machine in mumbai,I'm not fully sure which machine you need. Can you tell me the work type and city?,establish_city,False,,,,,,,,False,unknown,0,,,False,28.6
en_greet_mumbai_excavator_refine,EN greet→excavator mumbai→pune refine,english,greet_search_refine,4,excavator,"What type of work is the machine for — digging, lifting, compaction, transport, or loading?",establish_category,True,True,,,excavator,mumbai,,,False,clarification,0,False,category: got '' want 'excavator' | city: got '' want 'mumbai',False,28.6
en_greet_mumbai_excavator_refine,EN greet→excavator mumbai→pune refine,english,greet_search_refine,5,under 50000 per day,Tell me the work type so I can suggest the right equipment category.,refine_budget,True,False,excavator,mumbai,excavator,mumbai,,,False,clarification,0,False,category: got '' want 'excavator' | city: got '' want 'mumbai' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'mumbai',False,28.6
en_greet_mumbai_excavator_refine,EN greet→excavator mumbai→pune refine,english,greet_search_refine,6,show cheaper options,"What would you like to do next — refine search, compare, or contact owner?",refine_cheaper,True,False,excavator,mumbai,excavator,mumbai,,,False,cheaper_options,0,False,category: got '' want 'excavator' | city: got '' want 'mumbai' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'mumbai',False,28.6
en_greet_mumbai_excavator_refine,EN greet→excavator mumbai→pune refine,english,greet_search_refine,7,higher budget me kya option hai,"Mumbai me abhi Excavator nahi mila — par rukiye mat! Similar options: JCB / Backhoe Loader, Crawler Drill, Bulldozer. **Pune** me listing hai — Pune check karoon? Ya bataiye kaam kya hai (digging, lifting, transport) — sahi machine dhoondhunga.",refine_higher_budget,True,True,excavator,mumbai,excavator,mumbai,excavator,mumbai,True,no_result,0,True,,False,28.6
en_greet_mumbai_excavator_refine,EN greet→excavator mumbai→pune refine,english,greet_search_refine,8,same in pune,"What type of work is the machine for — digging, lifting, compaction, transport, or loading?",city_switch,True,False,excavator,mumbai,excavator,pune,,,False,clarification,0,False,category: got '' want 'excavator' | city: got '' want 'pune' | city switch lost category: got '' expected 'excavator' | city switch failed: got '' expected 'pune',False,28.6
en_greet_mumbai_excavator_refine,EN greet→excavator mumbai→pune refine,english,greet_search_refine,9,with operator included,I'm not fully sure which machine you need. Can you tell me the work type and city?,operator,True,False,excavator,mumbai,excavator,pune,,,False,clarification,0,False,category: got '' want 'excavator' | city: got '' want 'pune' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'pune',False,28.6
en_greet_mumbai_excavator_refine,EN greet→excavator mumbai→pune refine,english,greet_search_refine,10,jcb brand only,"I couldn't find an exact Excavator in Mumbai right now. Similar categories: JCB / Backhoe Loader, Crawler Drill, Bulldozer. Nearby options with listings: Pune. Would you like me to check Pune? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",brand_filter,True,False,excavator,mumbai,excavator,pune,excavator,mumbai,True,no_result,0,False,city: got 'mumbai' want 'pune' | context lost — city: got 'mumbai' expected 'pune',False,28.6
en_greet_mumbai_excavator_refine,EN greet→excavator mumbai→pune refine,english,greet_search_refine,11,thanks that helps,"I am not fully sure yet. Can you tell me what you need — machine search, booking help, or support?",thanks,False,,excavator,mumbai,,,,,False,support,0,True,,False,28.6
en_greet_mumbai_excavator_refine,EN greet→excavator mumbai→pune refine,english,greet_search_refine,12,how does payment work for booking,I can help with that. Please share your booking or order ID.,support,False,,excavator,mumbai,,,,,False,refund_return,0,True,,False,28.6
en_greet_pune_excavator_refine,EN greet→excavator pune→bangalore refine,english,greet_search_refine,1,hi,Welcome to InfraForge. Tell me what machine or help you need today.,greeting,False,,,,,,,,False,greeting,0,True,,False,42.9
en_greet_pune_excavator_refine,EN greet→excavator pune→bangalore refine,english,greet_search_refine,2,how are you,Nice to meet you. How can I help you with InfraForge today?,none,False,,,,,,,,False,conversational,0,True,,False,42.9
en_greet_pune_excavator_refine,EN greet→excavator pune→bangalore refine,english,greet_search_refine,3,i need a machine in pune,I'm not fully sure which machine you need. Can you tell me the work type and city?,establish_city,False,,,,,,,,False,unknown,0,,,False,42.9
en_greet_pune_excavator_refine,EN greet→excavator pune→bangalore refine,english,greet_search_refine,4,excavator,"Good news — I found 1 Excavator in Pune. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Komatsu PC210 (excavator), Komatsu PC210, — Pune, ₹24,000/day, available, rating 4.0/5",establish_category,True,True,,,excavator,pune,excavator,pune,True,search,1,True,,False,42.9
en_greet_pune_excavator_refine,EN greet→excavator pune→bangalore refine,english,greet_search_refine,5,under 50000 per day,"I couldn't find an exact Excavator in Pune. No Excavator found in Pune under ₹50000. Showing nearest options above your budget.

1. Komatsu PC210 (excavator), Komatsu PC210, — Pune, ₹24,000/day, available, rating 4.0/5

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.",refine_budget,True,True,excavator,pune,excavator,pune,excavator,pune,True,no_result,1,True,,False,42.9
en_greet_pune_excavator_refine,EN greet→excavator pune→bangalore refine,english,greet_search_refine,6,show cheaper options,"Lower-priced options for Excavator in Pune under ₹37500:

1. Komatsu PC210 — ₹24,000/day, Pune",refine_cheaper,True,False,excavator,pune,excavator,pune,,,False,cheaper_options,1,False,category: got '' want 'excavator' | city: got '' want 'pune' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'pune',False,42.9
en_greet_pune_excavator_refine,EN greet→excavator pune→bangalore refine,english,greet_search_refine,7,higher budget me kya option hai,"Exact Excavator Pune me nahi mila. No Excavator found in Pune under ₹91125. Showing nearest options above your budget.

1. Komatsu PC210 (excavator), Komatsu PC210, — Pune, ₹24,000/day, available, rating 4.0/5

Ye close alternatives hain — Contact Owner se pehle price, condition aur city compare karein.",refine_higher_budget,True,True,excavator,pune,excavator,pune,excavator,pune,True,no_result,1,True,,False,42.9
en_greet_pune_excavator_refine,EN greet→excavator pune→bangalore refine,english,greet_search_refine,8,same in bangalore,Could you clarify what you would like to do next?,city_switch,True,False,excavator,pune,excavator,bangalore,,,False,image_clarification,0,False,category: got '' want 'excavator' | city: got '' want 'bangalore' | city switch lost category: got '' expected 'excavator' | city switch failed: got '' expected 'bangalore',False,42.9
en_greet_pune_excavator_refine,EN greet→excavator pune→bangalore refine,english,greet_search_refine,9,with operator included,I'm not fully sure which machine you need. Can you tell me the work type and city?,operator,True,False,excavator,pune,excavator,bangalore,,,False,clarification,0,False,category: got '' want 'excavator' | city: got '' want 'bangalore' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'bangalore',False,42.9
en_greet_pune_excavator_refine,EN greet→excavator pune→bangalore refine,english,greet_search_refine,10,jcb brand only,"I couldn't find an exact Excavator in Pune. No Excavator found in Pune under ₹91125. Showing nearest options above your budget.

1. Komatsu PC210 (excavator), Komatsu PC210, — Pune, ₹24,000/day, available, rating 4.0/5

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.",brand_filter,True,False,excavator,pune,excavator,bangalore,excavator,pune,True,no_result,1,False,city: got 'pune' want 'bangalore' | context lost — city: got 'pune' expected 'bangalore',False,42.9
en_greet_pune_excavator_refine,EN greet→excavator pune→bangalore refine,english,greet_search_refine,11,thanks that helps,Could you clarify what you would like to do next?,thanks,False,,excavator,pune,,,,,False,support,0,True,,False,42.9
en_greet_pune_excavator_refine,EN greet→excavator pune→bangalore refine,english,greet_search_refine,12,how does payment work for booking,"To proceed, please share your booking ID or registered mobile number.",support,False,,excavator,pune,,,,,False,refund_return,0,True,,False,42.9
en_greet_bangalore_excavator_refine,EN greet→excavator bangalore→chennai refine,english,greet_search_refine,1,hi,"Hello! I can help you search machines, compare options, rent or buy, and handle support on InfraForge.",greeting,False,,,,,,,,False,greeting,0,True,,False,42.9
en_greet_bangalore_excavator_refine,EN greet→excavator bangalore→chennai refine,english,greet_search_refine,2,how are you,"Good to connect. I can help with machine search, recommendations, and support.",none,False,,,,,,,,False,conversational,0,True,,False,42.9
en_greet_bangalore_excavator_refine,EN greet→excavator bangalore→chennai refine,english,greet_search_refine,3,i need a machine in bangalore,I'm not fully sure which machine you need. Can you tell me the work type and city?,establish_city,False,,,,,,,,False,unknown,0,,,False,42.9
en_greet_bangalore_excavator_refine,EN greet→excavator bangalore→chennai refine,english,greet_search_refine,4,excavator,"I couldn't find an exact Excavator in Bangalore right now. Similar categories: JCB / Backhoe Loader, Crawler Drill, Bulldozer. Nearby options with listings: Chennai. Would you like me to check Chennai? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",establish_category,True,True,,,excavator,bangalore,excavator,bangalore,False,no_result,0,True,,False,42.9
en_greet_bangalore_excavator_refine,EN greet→excavator bangalore→chennai refine,english,greet_search_refine,5,under 50000 per day,"I couldn't find an exact Excavator in Bangalore right now. Similar categories: JCB / Backhoe Loader, Crawler Drill, Bulldozer. Nearby options with listings: Chennai. Would you like me to check Chennai? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",refine_budget,True,True,excavator,bangalore,excavator,bangalore,excavator,bangalore,True,no_result,0,True,,False,42.9
en_greet_bangalore_excavator_refine,EN greet→excavator bangalore→chennai refine,english,greet_search_refine,6,show cheaper options,"What would you like to do next — refine search, compare, or contact owner?",refine_cheaper,True,False,excavator,bangalore,excavator,bangalore,,,False,cheaper_options,0,False,category: got '' want 'excavator' | city: got '' want 'bangalore' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'bangalore',False,42.9
en_greet_bangalore_excavator_refine,EN greet→excavator bangalore→chennai refine,english,greet_search_refine,7,higher budget me kya option hai,"Bangalore me abhi Excavator nahi mila — par rukiye mat! Similar options: JCB / Backhoe Loader, Crawler Drill, Bulldozer. **Chennai** me listing hai — Chennai check karoon? Ya bataiye kaam kya hai (digging, lifting, transport) — sahi machine dhoondhunga.",refine_higher_budget,True,True,excavator,bangalore,excavator,bangalore,excavator,bangalore,True,no_result,0,True,,False,42.9
en_greet_bangalore_excavator_refine,EN greet→excavator bangalore→chennai refine,english,greet_search_refine,8,same in chennai,Tell me the work type so I can suggest the right equipment category.,city_switch,True,False,excavator,bangalore,excavator,chennai,,,False,clarification,0,False,category: got '' want 'excavator' | city: got '' want 'chennai' | city switch lost category: got '' expected 'excavator' | city switch failed: got '' expected 'chennai',False,42.9
en_greet_bangalore_excavator_refine,EN greet→excavator bangalore→chennai refine,english,greet_search_refine,9,with operator included,"I am not fully sure yet. Can you tell me — machine search, booking help, or support?",operator,True,False,excavator,bangalore,excavator,chennai,,,False,clarification,0,False,category: got '' want 'excavator' | city: got '' want 'chennai' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'chennai',False,42.9
en_greet_bangalore_excavator_refine,EN greet→excavator bangalore→chennai refine,english,greet_search_refine,10,jcb brand only,"I couldn't find an exact Excavator in Bangalore right now. Similar categories: JCB / Backhoe Loader, Crawler Drill, Bulldozer. Nearby options with listings: Chennai. Would you like me to check Chennai? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",brand_filter,True,False,excavator,bangalore,excavator,chennai,excavator,bangalore,True,no_result,0,False,city: got 'bangalore' want 'chennai' | context lost — city: got 'bangalore' expected 'chennai',False,42.9
en_greet_bangalore_excavator_refine,EN greet→excavator bangalore→chennai refine,english,greet_search_refine,11,thanks that helps,"I am not fully sure yet. Can you tell me what you need — machine search, booking help, or support?",thanks,False,,excavator,bangalore,,,,,False,support,0,True,,False,42.9
en_greet_bangalore_excavator_refine,EN greet→excavator bangalore→chennai refine,english,greet_search_refine,12,how does payment work for booking,"To proceed, please share your booking ID or registered mobile number.",support,False,,excavator,bangalore,,,,,False,refund_return,0,True,,False,42.9
en_greet_chennai_excavator_refine,EN greet→excavator chennai→hyderabad refine,english,greet_search_refine,1,hi,Welcome to InfraForge. Tell me what machine or help you need today.,greeting,False,,,,,,,,False,greeting,0,True,,False,42.9
en_greet_chennai_excavator_refine,EN greet→excavator chennai→hyderabad refine,english,greet_search_refine,2,how are you,Nice to meet you. How can I help you with InfraForge today?,none,False,,,,,,,,False,conversational,0,True,,False,42.9
en_greet_chennai_excavator_refine,EN greet→excavator chennai→hyderabad refine,english,greet_search_refine,3,i need a machine in chennai,I'm not fully sure which machine you need. Can you tell me the work type and city?,establish_city,False,,,,,,,,False,unknown,0,,,False,42.9
en_greet_chennai_excavator_refine,EN greet→excavator chennai→hyderabad refine,english,greet_search_refine,4,excavator,"Good news — I found 1 Excavator in Chennai. Check the details below, then use **Contact Owner** on the card to take the next step:

1. Hyundai R210 (excavator), Hyundai R210, — Chennai, ₹12,000/day, available, rating 4.0/5",establish_category,True,True,,,excavator,chennai,excavator,chennai,True,search,1,True,,False,42.9
en_greet_chennai_excavator_refine,EN greet→excavator chennai→hyderabad refine,english,greet_search_refine,5,under 50000 per day,"I couldn't find an exact Excavator in Chennai. No Excavator found in Chennai under ₹50000. Showing nearest options above your budget.

1. Hyundai R210 (excavator), Hyundai R210, — Chennai, ₹12,000/day, available, rating 4.0/5

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.",refine_budget,True,True,excavator,chennai,excavator,chennai,excavator,chennai,True,no_result,1,True,,False,42.9
en_greet_chennai_excavator_refine,EN greet→excavator chennai→hyderabad refine,english,greet_search_refine,6,show cheaper options,"Lower-priced options for Excavator in Chennai under ₹37500:

1. Hyundai R210 — ₹12,000/day, Chennai",refine_cheaper,True,False,excavator,chennai,excavator,chennai,,,False,cheaper_options,1,False,category: got '' want 'excavator' | city: got '' want 'chennai' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'chennai',False,42.9
en_greet_chennai_excavator_refine,EN greet→excavator chennai→hyderabad refine,english,greet_search_refine,7,higher budget me kya option hai,"Exact Excavator Chennai me nahi mila. No Excavator found in Chennai under ₹91125. Showing nearest options above your budget.

1. Hyundai R210 (excavator), Hyundai R210, — Chennai, ₹12,000/day, available, rating 4.0/5

Ye close alternatives hain — Contact Owner se pehle price, condition aur city compare karein.",refine_higher_budget,True,True,excavator,chennai,excavator,chennai,excavator,chennai,True,no_result,1,True,,False,42.9
en_greet_chennai_excavator_refine,EN greet→excavator chennai→hyderabad refine,english,greet_search_refine,8,same in hyderabad,"I am not fully sure yet. Can you tell me what you need — machine search, booking help, or support?",city_switch,True,False,excavator,chennai,excavator,hyderabad,,,False,image_clarification,0,False,category: got '' want 'excavator' | city: got '' want 'hyderabad' | city switch lost category: got '' expected 'excavator' | city switch failed: got '' expected 'hyderabad',False,42.9
en_greet_chennai_excavator_refine,EN greet→excavator chennai→hyderabad refine,english,greet_search_refine,9,with operator included,"I am not fully sure yet. Can you tell me — machine search, booking help, or support?",operator,True,False,excavator,chennai,excavator,hyderabad,,,False,clarification,0,False,category: got '' want 'excavator' | city: got '' want 'hyderabad' | context lost — category: got '' expected 'excavator' | context lost — city: got '' expected 'hyderabad',False,42.9
en_greet_chennai_excavator_refine,EN greet→excavator chennai→hyderabad refine,english,greet_search_refine,10,jcb brand only,"I couldn't find an exact Excavator in Chennai. No Excavator found in Chennai under ₹91125. Showing nearest options above your budget.

1. Hyundai R210 (excavator), Hyundai R210, — Chennai, ₹12,000/day, available, rating 4.0/5

These are close alternatives — compare price, condition and city before you tap Contact Owner on your preferred card.",brand_filter,True,False,excavator,chennai,excavator,hyderabad,excavator,chennai,True,no_result,1,False,city: got 'chennai' want 'hyderabad' | context lost — city: got 'chennai' expected 'hyderabad',False,42.9
en_greet_chennai_excavator_refine,EN greet→excavator chennai→hyderabad refine,english,greet_search_refine,11,thanks that helps,"I am not fully sure yet. Can you tell me what you need — machine search, booking help, or support?",thanks,False,,excavator,chennai,,,,,False,support,0,True,,False,42.9
en_greet_chennai_excavator_refine,EN greet→excavator chennai→hyderabad refine,english,greet_search_refine,12,how does payment work for booking,I can help with that. Please share your booking or order ID.,support,False,,excavator,chennai,,,,,False,refund_return,0,True,,False,42.9
en_greet_hyderabad_excavator_refine,EN greet→excavator hyderabad→ahmedabad refine,english,greet_search_refine,1,hi,Welcome to InfraForge. Tell me what machine or help you need today.,greeting,False,,,,,,,,False,greeting,0,True,,False,42.9
en_greet_hyderabad_excavator_refine,EN greet→excavator hyderabad→ahmedabad refine,english,greet_search_refine,2,how are you,"Good to connect. I can help with machine search, recommendations, and support.",none,False,,,,,,,,False,conversational,0,True,,False,42.9
en_greet_hyderabad_excavator_refine,EN greet→excavator hyderabad→ahmedabad refine,english,greet_search_refine,3,i need a machine in hyderabad,I'm not fully sure which machine you need. Can you tell me the work type and city?,establish_city,False,,,,,,,,False,unknown,0,,,False,42.9
en_greet_hyderabad_excavator_refine,EN greet→excavator hyderabad→ahmedabad refine,english,greet_search_refine,4,excavator,"I couldn't find an exact Excavator in Hyderabad right now. Similar categories: JCB / Backhoe Loader, Crawler Drill, Bulldozer. Nearby options with listings: Chennai. Would you like me to check Chennai? Or tell me what work you need (digging, lifting, transport) and I'll find the best fit.",establish_category,True,True,,,excavator,hyderabad,excavator,hyderabad,False,no_result,0,True,,False,42.9
